     1* CFC Euclid   -300   1.44     1  2
     2* CFC AEWestrn 1934   1.82     1  3
     4* CFC Glaisher 1877   2.06     1  7
     6* CFC Glaisher 1877   1.91     2  23
     8* CFC Glaisher 1877   1.78     2  89
    10  CFC DHLehmer 1957   2.03     3  139
    12  CFC DHLehmer 1957   2.27     3  199
    14* CFC Glaisher 1877   2.96     3  113
    16  CFC DHLehmer 1957   2.13     4  1831
    18* CFC Glaisher 1877   2.88     3  523
    20* CFC Glaisher 1877   2.95     3  887
    22* CFC AEWestrn 1934   3.13     4  1129
    24  CFC DHLehmer 1957   3.23     4  1669
    26  CFC DHLehmer 1957   3.33     4  2477
    28  CFC DHLehmer 1957   3.50     4  2971
    30  CFC DHLehmer 1957   3.59     4  4297
    32  CFC DHLehmer 1957   3.71     4  5591
    34* CFC Glaisher 1877   4.73     4  1327
    36* CFC Glaisher 1877   3.93     4  9551
    38  CFC DHLehmer 1957   3.68     5  30593
    40  CFC DHLehmer 1957   4.05     5  19333
    42  CFC DHLehmer 1957   4.33     5  16141
    44* CFC Glaisher 1877   4.55     5  15683
    46  CFC DHLehmer 1957   4.07     5  81463
    48  CFC DHLehmer 1957   4.68     5  28229
    50  CFC DHLehmer 1957   4.82     5  31907
    52* CFC Glaisher 1877   5.26     5  19609
    54  CFC Glaisher 1877   5.15     5  35617
    56  CFC Glaisher 1877   4.95     5  82073
    58  CFC Glaisher 1877   5.42     5  44293
    60  CFC Glaisher 1877   5.62     5  43331
    62  CFC Glaisher 1877   5.94     5  34061
    64  CFC Glaisher 1877   5.61     5  89689
    66  CFC DHLehmer 1957   5.50     6  162143
    68  CFC DHLehmer 1957   5.76     6  134513
    70  CFC DHLehmer 1957   5.80     6  173359
    72* CFC Glaisher 1877   6.95     5  31397
    74  CFC DHLehmer 1957   5.73     6  404597
    76  CFC DHLehmer 1957   6.20     6  212701
    78  CFC DHLehmer 1957   6.42     6  188029
    80  CFC Glaisher 1877   6.06     6  542603
    82  CFC Glaisher 1877   6.57     6  265621
    84  CFC Glaisher 1877   6.44     6  461717
    86* CFC Glaisher 1877   7.19     6  155921
    88  CFC Glaisher 1877   6.66     6  544279
    90  CFC Glaisher 1877   6.97     6  404851
    92  CFC Glaisher 1877   6.70     6  927869
    94  CFC DHLehmer 1957   6.76     7  1100977
    96* CFC DHLehmer 1957   7.50     6  360653
    98  CFC Glaisher 1877   7.36     6  604073
   100  CFC Glaisher 1877   7.76     6  396733
   102  CFC Glaisher 1877   7.19     7  1444309
   104  CFC Glaisher 1877   7.35     7  1388483
   106  CFC DHLehmer 1957   7.62     7  1098847
   108  CFC Glaisher 1877   7.39     7  2238823
   110  CFC Glaisher 1877   7.75     7  1468277
   112* CFC Glaisher 1877   8.74     6  370261
   114* CFC Glaisher 1877   8.70     6  492113
   116  CFC DHLehmer 1957   7.44     7  5845193
   118* CFC Glaisher 1877   8.36     7  1349533
   120  CFC Glaisher 1877   8.30     7  1895359
   122  CFC DHLehmer 1957   8.16     7  3117299
   124  CFC Glaisher 1877   7.89     7  6752623
   126  CFC Glaisher 1877   8.79     7  1671781
   128  CFC DHLehmer 1957   8.44     7  3851459
   130  CFC DHLehmer 1957   8.37     7  5518687
   132* CFC Glaisher 1877   9.35     7  1357201
   134  CFC Glaisher 1877   8.50     7  6958667
   136  CFC Glaisher 1877   8.68     7  6371401
   138  CFC DHLehmer 1957   9.10     7  3826019
   140  CFC Glaisher 1877   8.83     7  7621259
   142  CFC DHLehmer 1957   8.79     8  10343761
   144  CFC DHLehmer 1957   8.83     8  11981443
   146  CFC Glaisher 1877   9.35     7  6034247
   148* CFC Glaisher 1877  10.20     7  2010733
   150  CFC DHLehmer 1957   9.13     8  13626257
   152  CFC Glaisher 1877   9.53     7  8421251
   154* CFC AEWestrn 1934  10.03     7  4652353
   156  CFC DHLehmer 1957   9.34     8  17983717
   158  CFC GABandAR 1961   8.92     8  49269581
   160  CFC DHLehmer 1957   9.23     8  33803689
   162  CFC GABandAR 1961   9.27     8  39175217
   164  CFC DHLehmer 1957   9.75     8  20285099
   166  CFC GABandAR 1961   9.10     8  83751121
   168  CFC GABandAR 1961   9.64     8  37305713
   170  CFC DHLehmer 1957   9.92     8  27915737
   172  CFC GABandAR 1961   9.85     8  38394127
   174  CFC GABandAR 1961   9.79     8  52721113
   176  CFC GABandAR 1961  10.08     8  38089277
   178  CFC GABandAR 1961  10.18     8  39389989
   180* CFC DHLehmer 1957  10.81     8  17051707
   182  CFC DHLehmer 1957  10.46     8  36271601
   184  CFC GABandAR 1961  10.12     8  79167733
   186  CFC LndrPrkn 1967   9.89     9  147684137
   188  CFC LndrPrkn 1967  10.05     9  134065829
   190  CFC LndrPrkn 1967  10.12     9  142414669
   192  CFC LndrPrkn 1967  10.31     9  123454691
   194  CFC LndrPrkn 1967  10.25     9  166726367
   196  CFC GABandAR 1961  10.85     8  70396393
   198  CFC GABandAR 1961  11.22     8  46006769
   200  CFC LndrPrkn 1967  10.13     9  378043979
   202  CFC LndrPrkn 1967  10.92     9  107534587
   204  CFC LndrPrkn 1967  11.01     9  112098817
   206  CFC LndrPrkn 1967  10.69     9  232423823
   208  CFC LndrPrkn 1967  10.90     9  192983851
   210* CFC DHLehmer 1957  12.46     8  20831323
   212  CFC LndrPrkn 1967  11.05     9  215949407
   214  CFC LndrPrkn 1967  11.06     9  253878403
   216  CFC LndrPrkn 1967  11.29     9  202551667
   218  CFC LndrPrkn 1967  11.12     9  327966101
   220* CFC GABandAR 1961  12.45     8  47326693
   222* CFC LndrPrkn 1967  11.92     9  122164747
   224  CFC LndrPrkn 1967  11.30     9  409866323
   226  CFC LndrPrkn 1967  11.26     9  519653371
   228  CFC LndrPrkn 1967  11.06     9  895858039
   230  CFC LndrPrkn 1967  11.37     9  607010093
   232  CFC LndrPrkn 1967  11.55     9  525436489
   234* CFC LndrPrkn 1967  12.28     9  189695659
   236  CFC LndrPrkn 1967  12.30     9  216668603
   238  CFC LndrPrkn 1967  11.71     9  673919143
   240  CFC LndrPrkn 1967  12.13     9  391995431
   242  CFC LndrPrkn 1967  12.27     9  367876529
   244  CFC LndrPrkn 1967  11.99     9  693103639
   246  CFC LndrPrkn 1967  12.22     9  555142061
   248* CFC LndrPrkn 1967  13.00     9  191912783
   250* CFC LndrPrkn 1967  12.64     9  387096133
   252  CFC LndrPrkn 1967  12.44     9  630045137
   254  CFC LndrPrkn 1967  12.15    10  1202442089
   256  CFC LndrPrkn 1967  11.99    10  1872851947
   258  CFC LndrPrkn 1967  12.29    10  1316355323
   260  CFC LndrPrkn 1967  12.58     9  944192807
   262  CFC LndrPrkn 1967  12.34    10  1649328997
   264  CFC LndrPrkn 1967  12.23    10  2357881993
   266  CFC LndrPrkn 1967  12.61    10  1438779821
   268  CFC LndrPrkn 1967  12.65    10  1579306789
   270  CFC LndrPrkn 1967  12.82    10  1391048047
   272  CFC LndrPrkn 1967  12.75    10  1851255191
   274  CFC LndrPrkn 1967  13.07    10  1282463269
   276  CFC LndrPrkn 1967  13.60     9  649580171
   278  CFC LndrPrkn 1967  12.54    10  4260928601
   280  CFC LndrPrkn 1967  13.12    10  1855047163
   282* CFC LndrPrkn 1967  14.18     9  436273009
   284  CFC LndrPrkn 1967  13.37    10  1667186459
   286  CFC LndrPrkn 1967  13.14    10  2842739311
   288* CFC LndrPrkn 1967  13.73    10  1294268491
   290  CFC LndrPrkn 1967  13.56    10  1948819133
   292* CFC LndrPrkn 1967  13.84    10  1453168141
   294  CFC LndrPrkn 1967  13.09    10  5692630189
   296  CFC LndrPrkn 1967  13.22    10  5260030511
   298  CFC LndrPrkn 1967  13.02    10  8650524583
   300  CFC LndrPrkn 1967  13.46    10  4758958741
   302  CFC LndrPrkn 1967  13.35    10  6675573497
   304  CFC LndrPrkn 1967  14.07    10  2433630109
   306  CFC LndrPrkn 1967  13.85    10  3917587237
   308  CFC LndrPrkn 1967  13.73    10  5490459101
   310  CFC LndrPrkn 1967  14.02    10  4024713661
   312  CFC LndrPrkn 1967  13.80    10  6570018347
   314  CFC LndrPrkn 1967  13.70    10  8948418749
   316  CFC RP.Brent 1973  13.61    11  12109172293
   318  CFC LndrPrkn 1967  14.33    10  4372999721
   320* CFC LndrPrkn 1967  14.84    10  2300942549
   322  CFC LndrPrkn 1967  14.12    10  7961074441
   324  CFC LndrPrkn 1967  14.02    11  10958687879
   326  CFC LndrPrkn 1967  14.50    10  5837935373
   328  CFC RP.Brent 1973  14.08    11  13086861181
   330  CFC LndrPrkn 1967  14.63    10  6291356009
   332  CFC LndrPrkn 1967  14.76    10  5893180121
   334  CFC RP.Brent 1973  13.83    11  30827138509
   336* CFC LndrPrkn 1967  15.22    10  3842610773
   338  CFC RP.Brent 1973  14.19    11  22076314313
   340  CFC LndrPrkn 1967  14.86    10  8605261447
   342  CFC RP.Brent 1973  14.74    11  12010745569
   344  CFC RP.Brent 1973  14.51    11  19724087267
   346  CFC RP.Brent 1973  14.95    11  11291401837
   348  CFC RP.Brent 1973  14.77    11  17002876643
   350  CFC RP.Brent 1973  14.87    11  16808773277
   352  CFC RP.Brent 1973  14.58    11  30750892801
   354* CFC LndrPrkn 1967  15.96    10  4302407359
   356  CFC RP.Brent 1973  14.89    11  24355072517
   358  CFC RP.Brent 1973  15.21    11  16792321339
   360  CFC RP.Brent 1973  15.18    11  20068818197
   362  CFC RP.Brent 1973  14.90    11  35877724601
   364  CFC RP.Brent 1973  15.19    11  25425617317
   366  CFC RP.Brent 1973  15.43    11  20108776097
   368  CFC RP.Brent 1973  14.92    11  51430518413
   370  CFC RP.Brent 1973  14.91    11  59942358571
   372  CFC RP.Brent 1973  15.67    11  20404137779
   374  CFC RP.Brent 1973  15.67    11  23064761663
   376  CFC RP.Brent 1973  16.00    11  16161669787
   378  CFC RP.Brent 1973  15.51    11  38116957819
   380  CFC RP.Brent 1973  15.92    11  23323808741
   382* CFC LndrPrkn 1967  16.54    11  10726904659
   384* CFC RP.Brent 1973  16.17    11  20678048297
   386  CFC RP.Brent 1973  15.89    11  35238645587
   388  CFC RP.Brent 1973  15.05    12  156798792223
   390  CFC RP.Brent 1973  15.79    11  53241805651
   392  CFC RP.Brent 1973  15.38    12  117215204531
   394* CFC RP.Brent 1973  16.53    11  22367084959
   396  CFC RP.Brent 1973  16.06    11  50806025873
   398  CFC RP.Brent 1973  16.30    11  40267027589
   400  CFC RP.Brent 1973  16.27    11  47203303159
   402  CFC RP.Brent 1973  16.40    11  44293346177
   404  CFC RP.Brent 1973  15.72    12  144999022043
   406  CFC RP.Brent 1973  16.49    11  49306638307
   408  CFC RP.Brent 1973  15.92    12  134664608389
   410  CFC RP.Brent 1973  16.20    11  98276144093
   412  CFC RP.Brent 1973  16.13    12  124221464119
   414  CFC RP.Brent 1973  16.81    11  49914935177
   416  CFC RP.Brent 1973  16.30    12  121972158437
   418  CFC RP.Brent 1973  16.34    12  129300694603
   420  CFC RP.Brent 1973  16.71    11  82490815123
   422  CFC RP.Brent 1973  16.01    12  280974865361
   424  CFC RP.Brent 1973  16.12    12  264495345259
   426  CFC RP.Brent 1973  16.44    12  180265084403
   428  CFC RP.Brent 1973  16.39    12  219950168411
   430  CFC RP.Brent 1973  16.38    12  250964194171
   432  CFC RP.Brent 1973  17.15    11  87241770619
   434  CFC RP.Brent 1973  16.97    12  127084569923
   436  CFC RP.Brent 1973  16.37    12  367459059871
   438  CFC RP.Brent 1973  17.28    12  101328529441
   440  CFC RP.Brent 1973  17.14    12  141846299801
   442  CFC RP.Brent 1973  16.52    12  417470554687
   444  CFC RP.Brent 1973  18.26    11  36172730063
   446  CFC RP.Brent 1973  17.17    12  190418076203
   448  CFC RP.Brent 1973  16.77    12  402872474743
   450  CFC RP.Brent 1973  18.09    11  63816175447
   452  CFC RP.Brent 1973  16.82    12  466855187471
   454  CFC RP.Brent 1973  17.44    12  202530831163
   456* CFC RP.Brent 1973  19.04    11  25056082087
   458  CFC RP.Brent 1973  17.32    12  304040251469
   460  CFC RP.Brent 1973  17.96    12  131956235563
   462  CFC RP.Brent 1973  17.29    12  400729567081
   464* CFC RP.Brent 1973  18.96    11  42652618343
   466  CFC RP.Brent 1973  17.22    12  565855695631
   468* CFC RP.Brent 1973  18.30    12  127976334671
   470  CFC RP.Brent 1973  17.25    12  681753256133
   472  CFC RP.Brent 1973  17.17    12  865244709607
   474* CFC RP.Brent 1973  18.28    12  182226896239
   476  CFC RP.Brent 1973  17.43    12  725978934347
